SampleID,Source,A name,B name,F1,N1,S/N 1,F2,N2,S/N 2,sample num,A type,B type,RealData [yes=1]
train98,RELATED,A,B,sine,postmult,0.5,rbf,postmult,0.25,2791,Numerical,Categorical,0
train99,RELATED,A,B,sine,premult,0.5,cubic,postadd,0.25,1455,Numerical,Numerical,0
train100,ARTIFCE,A,B,tanh,premult,2,NA,NA,NA,3089,Categorical,Numerical,0
train101,ARTIFCE,A,B,tanh,postmult,0.5,NA,NA,NA,608,Numerical,Numerical,0
train102,ARTIFCE,A,B,line,postadd,0.25,NA,NA,NA,2139,Binary,Numerical,0
train103,IDPTREAL,YBL029W-16 YBL029W,YAP6-YDR259C-16 YAP6,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train104,ARTIFCE,A,B,rbf,postmult,1,NA,NA,NA,584,Numerical,Categorical,0
train105,IDPTREAL,PXA1-YPL147W-16 PXA1,ADR1-YDR216W-16 ADR1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train106,INDEP,A,B,NA,NA,NA,NA,NA,NA,3603,Numerical,Numerical,0
train107,ARTIFCE,A,B,tanh,postadd,0.5,NA,NA,NA,2723,Numerical,Numerical,0
train108,INDEP,A,B,NA,NA,NA,NA,NA,NA,840,Numerical,Numerical,0
train109,RELATED,A,B,exp,premult,2,parabola,preadd,2,7165,Categorical,Numerical,0
train110,ARTIFCE,A,B,parabola,postadd,1,NA,NA,NA,1301,Numerical,Categorical,0
train111,ARTIFCE,A,B,exp,postadd,0.5,NA,NA,NA,7039,Categorical,Categorical,0
train112,ARTIFCE,A,B,atanh,premult,2,NA,NA,NA,2694,Numerical,Numerical,0
train113,INDEP,A,B,NA,NA,NA,NA,NA,NA,778,Numerical,Numerical,0
train114,ARTIFCE,A,B,hyperbola,premult,0.25,NA,NA,NA,6674,Numerical,Binary,0
train115,RELATED,A,B,tanh,postadd,1,exp,postadd,2,964,Binary,Numerical,0
train116,RLTDREAL,Chemical component 5,Algal frequency 5,NA,NA,NA,NA,NA,NA,337,Numerical,Numerical,1
train117,ARTIFCE,A,B,hyperbola,preadd,0.5,NA,NA,NA,724,Numerical,Numerical,0
train118,CAR,cyl4,Model-Year,NA,NA,NA,NA,NA,NA,406,Binary,Numerical,1
train119,INDEP,A,B,NA,NA,NA,NA,NA,NA,958,Numerical,Categorical,0
train120,ARTIFCE,A,B,exp,preadd,0.25,NA,NA,NA,7264,Numerical,Numerical,0
train121,ARTIFCE,A,B,rbf,postmult,1,NA,NA,NA,4556,Numerical,Numerical,0
train122,INDEP,A,B,NA,NA,NA,NA,NA,NA,2089,Numerical,Numerical,0
train123,RELATED,A,B,log,postmult,0.25,exp,postadd,2,1169,Numerical,Numerical,0
train124,ECOLI,spy-b1743-15 spy,cpxR-b3912-14 cpxR,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train125,IDPTREAL,SeriousDlqin2yrs,MonthlyIncome,NA,NA,NA,NA,NA,NA,1783,Binary,Numerical,1
train126,INDEP,A,B,NA,NA,NA,NA,NA,NA,835,Binary,Numerical,0
train127,INDEP,A,B,NA,NA,NA,NA,NA,NA,7978,Binary,Numerical,0
train128,INDEP,A,B,NA,NA,NA,NA,NA,NA,6773,Numerical,Numerical,0
train129,YEAST,YML081W-16 YML081W,REB1-YBR049C-16 REB1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train130,ARTIFCE,A,B,exp,postadd,0.5,NA,NA,NA,6193,Binary,Numerical,0
train131,ARTIFCE,A,B,sqrt,postadd,0.5,NA,NA,NA,7870,Numerical,Numerical,0
train132,RELATED,A,B,cubic,postadd,0.5,log,postadd,0.5,1000,Binary,Numerical,0
train133,ARTIFCE,A,B,parabola,postadd,0.5,NA,NA,NA,2866,Categorical,Numerical,0
train134,INDEP,A,B,NA,NA,NA,NA,NA,NA,1547,Numerical,Numerical,0
train135,ARTIFCE,A,B,tanh,postadd,0.25,NA,NA,NA,520,Categorical,Numerical,0
train136,ARTIFCE,A,B,tanh,preadd,1,NA,NA,NA,2099,Numerical,Numerical,0
train137,RELATED,A,B,log,preadd,2,atanh,preadd,2,1138,Numerical,Numerical,0
train138,YEAST,SWI5-YDR146C-16 SWI5,TGS1-YPL157W-16 TGS1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train139,ARTIFCE,A,B,sqrt,postmult,0.5,NA,NA,NA,514,Numerical,Numerical,0
train140,ARTIFCE,A,B,sqrt,postadd,2,NA,NA,NA,712,Numerical,Numerical,0
train141,LEMON,MMRCurrentRetailAveragePrice,WheelType,NA,NA,NA,NA,NA,NA,2977,Numerical,Categorical,1
train142,ARTIFCE,A,B,cubic,postadd,2,NA,NA,NA,3280,Numerical,Categorical,0
train143,ARTIFCE,A,B,atanh,preadd,0.5,NA,NA,NA,3414,Numerical,Numerical,0
train144,ARTIFCE,A,B,atanh,postmult,0.25,NA,NA,NA,2554,Numerical,Categorical,0
train145,ARTIFCE,A,B,sqrt,postmult,2,NA,NA,NA,6531,Numerical,Numerical,0
train146,RELATED,A,B,line,postadd,1,sqrt,premult,0.5,3309,Binary,Categorical,0
train147,ARTIFCE,A,B,parabola,postmult,1,NA,NA,NA,946,Categorical,Numerical,0
train148,ARTIFCE,A,B,cubic,postmult,2,NA,NA,NA,2768,Numerical,Numerical,0
train149,YEAST,GAT2-YMR136W-16 GAT2,SOK2-YMR016C-16 SOK2,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train150,ARTIFCE,A,B,sqrt,preadd,0.25,NA,NA,NA,4162,Numerical,Numerical,0
train151,INDEP,A,B,NA,NA,NA,NA,NA,NA,6764,Numerical,Categorical,0
train152,INDEP,A,B,NA,NA,NA,NA,NA,NA,984,Binary,Numerical,0
train153,RELATED,A,B,hyperbola,postmult,0.5,log,postmult,2,6963,Numerical,Binary,0
train154,INDEP,A,B,NA,NA,NA,NA,NA,NA,1241,Numerical,Numerical,0
train155,INDEP,A,B,NA,NA,NA,NA,NA,NA,1863,Numerical,Numerical,0
train156,INDEP,A,B,NA,NA,NA,NA,NA,NA,1777,Numerical,Numerical,0
train157,COIL,Chemical component 5,Algal frequency 7,NA,NA,NA,NA,NA,NA,314,Numerical,Numerical,1
train158,RELATED,A,B,rbf,preadd,1,atanh,postadd,0.25,2983,Numerical,Numerical,0
train159,INDEP,A,B,NA,NA,NA,NA,NA,NA,1290,Categorical,Numerical,0
train160,INDEP,A,B,NA,NA,NA,NA,NA,NA,3783,Numerical,Binary,0
train161,INDEP,A,B,NA,NA,NA,NA,NA,NA,1803,Numerical,Numerical,0
train162,INDEP,A,B,NA,NA,NA,NA,NA,NA,1915,Categorical,Numerical,0
train163,ARTIFCE,A,B,atanh,preadd,1,NA,NA,NA,743,Numerical,Numerical,0
train164,ARTIFCE,A,B,log,postmult,1,NA,NA,NA,1203,Numerical,Numerical,0
train165,ARTIFCE,A,B,cubic,premult,1,NA,NA,NA,2095,Numerical,Numerical,0
train166,ARTIFCE,A,B,sqrt,premult,0.5,NA,NA,NA,622,Numerical,Categorical,0
train167,RELATED,A,B,tanh,postmult,2,rbf,postmult,0.5,1973,Numerical,Numerical,0
train168,ARTIFCE,A,B,atanh,preadd,0.25,NA,NA,NA,1626,Numerical,Numerical,0
train169,INDEP,A,B,NA,NA,NA,NA,NA,NA,1971,Numerical,Categorical,0
train170,INDEP,A,B,NA,NA,NA,NA,NA,NA,7753,Numerical,Numerical,0
train171,ARTIFCE,A,B,hyperbola,postadd,2,NA,NA,NA,2910,Binary,Binary,0
train172,RELATED,A,B,hyperbola,premult,0.25,hyperbola,premult,0.5,1245,Numerical,Numerical,0
train173,ARTIFCE,A,B,hyperbola,postmult,0.5,NA,NA,NA,6347,Numerical,Categorical,0
train174,ARTIFCE,A,B,tanh,premult,0.5,NA,NA,NA,7866,Numerical,Numerical,0
train175,ARTIFCE,A,B,rbf,preadd,1,NA,NA,NA,4391,Numerical,Numerical,0
train176,ARTIFCE,A,B,rbf,premult,0.25,NA,NA,NA,721,Binary,Numerical,0
train177,INDEP,A,B,NA,NA,NA,NA,NA,NA,2444,Numerical,Binary,0
train178,ARTIFCE,A,B,tanh,premult,2,NA,NA,NA,2057,Categorical,Numerical,0
train179,IDPTREAL,MPG,Origin,NA,NA,NA,NA,NA,NA,398,Numerical,Categorical,1
train180,RELATED,A,B,hyperbola,postadd,0.5,rbf,postmult,0.25,1389,Numerical,Numerical,0
train181,ARTIFCE,A,B,rbf,premult,0.5,NA,NA,NA,741,Categorical,Numerical,0
train182,RELATED,A,B,sqrt,postmult,0.25,parabola,preadd,1,567,Numerical,Numerical,0
train183,RLTDREAL,area,RH,NA,NA,NA,NA,NA,NA,517,Numerical,Numerical,1
train184,ARTIFCE,A,B,line,postmult,1,NA,NA,NA,3893,Numerical,Categorical,0
train185,ARTIFCE,A,B,exp,postadd,0.25,NA,NA,NA,4018,Numerical,Numerical,0
train186,INDEP,A,B,NA,NA,NA,NA,NA,NA,1200,Numerical,Numerical,0
train187,ARTIFCE,A,B,tanh,postadd,0.5,NA,NA,NA,5938,Binary,Numerical,0
train188,INDEP,A,B,NA,NA,NA,NA,NA,NA,662,Numerical,Numerical,0
train189,ARTIFCE,A,B,sqrt,preadd,0.5,NA,NA,NA,3673,Numerical,Numerical,0
train190,ARTIFCE,A,B,rbf,preadd,2,NA,NA,NA,7863,Numerical,Numerical,0
train191,IDPTREAL,GIC2-YDR309C-16 GIC2,XBP1-YIL101C-16 XBP1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train192,INDEP,A,B,NA,NA,NA,NA,NA,NA,5238,Categorical,Numerical,0
train193,ARTIFCE,A,B,cubic,postadd,0.25,NA,NA,NA,1277,Numerical,Numerical,0
train194,ARTIFCE,A,B,exp,preadd,0.25,NA,NA,NA,6089,Numerical,Numerical,0
train195,YEAST,MCM1-YMR043W-16 MCM1,DBF2-YGR092W-16 DBF2,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train196,INDEP,A,B,NA,NA,NA,NA,NA,NA,2888,Numerical,Numerical,0
train197,RELATED,A,B,exp,postadd,2,exp,postmult,0.25,2224,Numerical,Binary,0
train198,ARTIFCE,A,B,parabola,postadd,1,NA,NA,NA,1251,Numerical,Numerical,0
train199,INDEP,A,B,NA,NA,NA,NA,NA,NA,1094,Numerical,Numerical,0
train200,ARTIFCE,A,B,exp,postmult,1,NA,NA,NA,3118,Numerical,Numerical,0
train201,INDEP,A,B,NA,NA,NA,NA,NA,NA,3845,Numerical,Numerical,0
train202,ARTIFCE,A,B,rbf,postmult,2,NA,NA,NA,700,Categorical,Numerical,0
train203,INDEP,A,B,NA,NA,NA,NA,NA,NA,1032,Numerical,Categorical,0
train204,INDEP,A,B,NA,NA,NA,NA,NA,NA,4420,Categorical,Categorical,0
train205,INDEP,A,B,NA,NA,NA,NA,NA,NA,1243,Categorical,Binary,0
train206,RLTDREAL,NW.Hnd,Sex,NA,NA,NA,NA,NA,NA,168,Numerical,Binary,1
train207,ARTIFCE,A,B,log,postadd,2,NA,NA,NA,7776,Numerical,Numerical,0
train208,ARTIFCE,A,B,rbf,premult,1,NA,NA,NA,5044,Numerical,Numerical,0
train209,RELATED,A,B,line,premult,1,sqrt,postmult,1,2286,Categorical,Numerical,0
train210,ARTIFCE,A,B,rbf,preadd,1,NA,NA,NA,5248,Numerical,Numerical,0
train211,RELATED,A,B,sqrt,postadd,0.25,rbf,postmult,2,763,Numerical,Numerical,0
train212,INDEP,A,B,NA,NA,NA,NA,NA,NA,2503,Numerical,Numerical,0
train213,INDEP,A,B,NA,NA,NA,NA,NA,NA,3469,Numerical,Numerical,0
train214,ARTIFCE,A,B,exp,preadd,2,NA,NA,NA,651,Numerical,Numerical,0
train215,ARTIFCE,A,B,tanh,preadd,2,NA,NA,NA,1028,Numerical,Numerical,0
train216,RELATED,A,B,cubic,preadd,0.5,tanh,postadd,0.5,830,Binary,Numerical,0
train217,RELATED,A,B,parabola,premult,0.5,hyperbola,premult,0.5,5549,Numerical,Numerical,0
train218,RLTDREAL,AFT2-YPL202C-16 AFT2,MRS4-YKR052C-16 MRS4,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train219,RLTDREAL,Concrete compressive strength,Fly Ash,NA,NA,NA,NA,NA,NA,1030,Numerical,Numerical,1
train220,ECOLI,fis-b3261-15 fis,glyT-b3978-15 glyT,NA,NA,NA,NA,NA,NA,907,Numerical,Numerical,1
train221,ARTIFCE,A,B,parabola,postmult,0.5,NA,NA,NA,1652,Numerical,Categorical,0
train222,ARTIFCE,A,B,log,postadd,0.25,NA,NA,NA,3016,Numerical,Categorical,0
train223,ARTIFCE,A,B,hyperbola,postadd,2,NA,NA,NA,1312,Categorical,Binary,0
train224,ARTIFCE,A,B,exp,postmult,1,NA,NA,NA,788,Numerical,Numerical,0
train225,YEAST,GID8-YMR135C-16 GID8,TEC1-YBR083W-16 TEC1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train226,ARTIFCE,A,B,cubic,postadd,1,NA,NA,NA,7450,Numerical,Numerical,0
train227,INDEP,A,B,NA,NA,NA,NA,NA,NA,554,Numerical,Numerical,0
train228,ARTIFCE,A,B,tanh,premult,0.5,NA,NA,NA,3166,Numerical,Numerical,0
train229,AIDS,state,death,NA,NA,NA,NA,NA,NA,2684,Categorical,Numerical,1
train230,YEAST,UTR2-YEL040W-16 UTR2,SWI6-YLR182W-16 SWI6,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train231,INDEP,A,B,NA,NA,NA,NA,NA,NA,6823,Binary,Numerical,0
train232,YEAST,GIC1-YHR061C-16 GIC1,MBP1-YDL056W-16 MBP1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train233,ARTIFCE,A,B,sine,postmult,0.25,NA,NA,NA,696,Binary,Categorical,0
train234,RELATED,A,B,cubic,postadd,0.25,tanh,premult,0.5,549,Numerical,Numerical,0
train235,INDEP,A,B,NA,NA,NA,NA,NA,NA,686,Binary,Binary,0
train236,INDEP,A,B,NA,NA,NA,NA,NA,NA,2907,Numerical,Numerical,0
train237,ARTIFCE,A,B,line,postadd,2,NA,NA,NA,3492,Binary,Numerical,0
train238,INDEP,A,B,NA,NA,NA,NA,NA,NA,722,Numerical,Numerical,0
train239,INDEP,A,B,NA,NA,NA,NA,NA,NA,960,Numerical,Numerical,0
train240,ARTIFCE,A,B,atanh,preadd,1,NA,NA,NA,6543,Numerical,Numerical,0
train241,RELATED,A,B,cubic,premult,0.25,line,premult,2,3079,Numerical,Binary,0
train242,ARTIFCE,A,B,sqrt,premult,0.25,NA,NA,NA,1893,Numerical,Binary,0
train243,PROCA,Age,Prostate weight,NA,NA,NA,NA,NA,NA,158,Numerical,Numerical,1
train244,IDPTREAL,Heating Load,Relative Compactness,NA,NA,NA,NA,NA,NA,768,Numerical,Numerical,1
train245,ARTIFCE,A,B,cubic,postmult,1,NA,NA,NA,873,Categorical,Numerical,0
train246,RELATED,A,B,hyperbola,preadd,0.25,tanh,postmult,0.25,680,Numerical,Numerical,0
train247,ARTIFCE,A,B,rbf,preadd,0.5,NA,NA,NA,4593,Numerical,Numerical,0
train248,ARTIFCE,A,B,rbf,postadd,0.5,NA,NA,NA,550,Numerical,Categorical,0
train249,ARTIFCE,A,B,atanh,premult,1,NA,NA,NA,1359,Numerical,Numerical,0
train250,RELATED,A,B,cubic,postmult,2,tanh,postmult,0.25,2457,Numerical,Binary,0
train251,INDEP,A,B,NA,NA,NA,NA,NA,NA,1630,Numerical,Numerical,0
train252,ARTIFCE,A,B,sine,premult,2,NA,NA,NA,834,Categorical,Numerical,0
train253,RELATED,A,B,sqrt,premult,1,tanh,premult,2,4443,Categorical,Numerical,0
train254,INDEP,A,B,NA,NA,NA,NA,NA,NA,6737,Binary,Numerical,0
train255,ARTIFCE,A,B,rbf,postmult,0.5,NA,NA,NA,2322,Numerical,Numerical,0
train256,INDEP,A,B,NA,NA,NA,NA,NA,NA,1512,Numerical,Numerical,0
train257,ARTIFCE,A,B,line,postadd,1,NA,NA,NA,3297,Categorical,Numerical,0
train258,INDEP,A,B,NA,NA,NA,NA,NA,NA,3209,Numerical,Numerical,0
train259,INDEP,A,B,NA,NA,NA,NA,NA,NA,2937,Categorical,Numerical,0
train260,ARTIFCE,A,B,exp,postadd,0.5,NA,NA,NA,1526,Numerical,Numerical,0
train261,RELATED,A,B,cubic,postmult,0.5,log,premult,0.5,5716,Binary,Binary,0
train262,RELATED,A,B,tanh,premult,2,log,postadd,0.25,585,Binary,Numerical,0
train263,ARTIFCE,A,B,log,postadd,0.5,NA,NA,NA,5600,Categorical,Numerical,0
train264,ARTIFCE,A,B,line,postmult,0.25,NA,NA,NA,1980,Numerical,Numerical,0
train265,ARTIFCE,A,B,hyperbola,preadd,2,NA,NA,NA,7881,Numerical,Numerical,0
train266,RELATED,A,B,exp,postadd,0.5,atanh,premult,2,503,Numerical,Numerical,0
train267,ARTIFCE,A,B,cubic,postadd,1,NA,NA,NA,1254,Numerical,Numerical,0
train268,YEAST,AXL2-YIL140W-33 AXL2,MBP1-YDL056W-16 MBP1,NA,NA,NA,NA,NA,NA,530,Numerical,Numerical,1
train269,ARTIFCE,A,B,hyperbola,premult,1,NA,NA,NA,3385,Binary,Numerical,0
train270,IDPTREAL,MPG,Weight,NA,NA,NA,NA,NA,NA,398,Numerical,Numerical,1
train271,COIL,Algal frequency 1,River size,NA,NA,NA,NA,NA,NA,340,Numerical,Categorical,1
train272,PROCA2,Age,PSA,NA,NA,NA,NA,NA,NA,87,Numerical,Numerical,1
train273,INDEP,A,B,NA,NA,NA,NA,NA,NA,880,Numerical,Numerical,0
train274,RELATED,A,B,line,premult,1,hyperbola,premult,1,2233,Numerical,Binary,0
train275,RELATED,A,B,parabola,postadd,0.25,sqrt,preadd,2,1175,Numerical,Numerical,0
train276,RELATED,A,B,log,premult,1,line,preadd,0.5,2153,Numerical,Binary,0
train277,RELATED,A,B,hyperbola,preadd,0.25,line,postadd,1,1208,Binary,Numerical,0
